,indicativo,fecha,tmed,velmedia,presmed
4610,9434,2015-08-11,27.2,4.7,982.2
4611,9434,2015-08-12,30.4,3.6,984.6500000000001
4612,9434,2015-08-13,26.2,6.4,984.85
4613,9434,2015-08-14,22.3,5.6,986.35
4614,9434,2015-08-15,22.4,6.9,984.7
4615,9434,2015-08-16,22.4,1.4,983.25
4616,9434,2015-08-17,23.8,5.8,982.45
4617,9434,2015-08-18,22.8,5.0,985.65
4618,9434,2015-08-19,23.0,2.8,988.05
4619,9434,2015-08-20,25.2,0.6,989.7
4620,9434,2015-08-21,27.4,1.7,988.15
4621,9434,2015-08-22,27.8,4.4,982.95
4622,9434,2015-08-23,26.6,3.9,976.65
4623,9434,2015-08-24,22.6,4.2,982.7
4624,9434,2015-08-25,22.4,1.4,988.65
4625,9434,2015-08-26,27.2,4.7,984.6500000000001
4626,9434,2015-08-27,27.9,3.3,983.45
4627,9434,2015-08-28,28.1,2.2,986.0
4628,9434,2015-08-29,28.5,4.7,987.2
4629,9434,2015-08-30,27.9,5.6,986.55
4630,9434,2015-08-31,26.5,2.2,984.1500000000001
4631,9434,2015-09-01,23.9,5.8,987.85
4632,9434,2015-09-02,20.0,1.9,985.6500000000001
4633,9434,2015-09-03,20.8,6.4,985.1
4634,9434,2015-09-04,19.8,5.0,986.95
4635,9434,2015-09-05,18.6,5.0,990.25
4636,9434,2015-09-06,19.6,3.3,991.55
4637,9434,2015-09-07,19.2,4.2,990.5
4638,9434,2015-09-08,19.6,1.9,987.8
4639,9434,2015-09-09,21.0,3.3,984.7
4640,9434,2015-09-10,22.6,1.4,984.15
4641,9434,2015-09-11,24.6,5.8,983.55
4642,9434,2015-09-12,24.2,4.4,981.8
4643,9434,2015-09-13,22.8,1.9,979.25
4644,9434,2015-09-14,22.0,2.2,982.4
4645,9434,2015-09-15,20.6,1.1,978.6500000000001
4646,9434,2015-09-16,24.2,5.3,972.95
4647,9434,2015-09-17,19.1,5.3,981.15
4648,9434,2015-09-18,17.6,2.5,990.3
4649,9434,2015-09-19,19.4,4.2,993.15
4650,9434,2015-09-20,21.4,4.2,990.6
4651,9434,2015-09-21,21.0,2.5,986.45
4652,9434,2015-09-22,20.4,5.3,983.9
4653,9434,2015-09-23,18.8,7.5,986.95
4654,9434,2015-09-24,19.5,5.6,988.65
4655,9434,2015-09-25,23.0,6.1,986.65
4656,9434,2015-09-26,21.2,4.2,987.15
4657,9434,2015-09-27,21.1,3.1,989.95
4658,9434,2015-09-28,19.1,2.8,991.8499999999999
4659,9434,2015-09-29,18.4,3.9,987.25
4660,9434,2015-09-30,20.2,3.1,988.5
4661,9434,2015-10-01,19.5,1.7,989.4
4662,9434,2015-10-02,18.8,1.9,986.2
4663,9434,2015-10-03,16.6,1.7,985.65
4664,9434,2015-10-04,14.8,2.5,987.65
4665,9434,2015-10-05,22.6,3.3,984.0999999999999
4666,9434,2015-10-06,22.1,7.5,983.5
4667,9434,2015-10-07,17.9,5.3,988.15
4668,9434,2015-10-08,17.0,3.6,987.65
4669,9434,2015-10-09,17.5,1.4,984.55
